title,url,date,content,thumbnail,celebrity,status
IU says she's confident of new album 'Palette',https://en.yna.co.kr/view/AEN20170421010700315?section=search,2017-04-21,"IU says she's confident of new album 'Palette'
... April 21 (Yonhap) -- K-pop singer-songwriter IU on Friday expressed confidence in her new ...the music charts even without publicity,"" IU told reporters at a media event held at the Shinhan Card FAN Square in northern Seoul. IU released her fourth full-length album ""...
18:06 Apr. 21",https://img.yna.co.kr/etc/inner/EN/2017/04/21/AEN20170421010700315_01_i_P2.jpg,iu,CURRENT
IU unveils first teaser for new studio album,https://en.yna.co.kr/view/AEN20170420009900315?section=search,2017-04-20,"IU unveils first teaser for new studio album
...ulminating in a goosebump-inducing whisper by IU. While hosts of group acts almost ...ominated the realm of K-pop, albeit still true, IU, as a teenage solo artist, successfully made ...4 EP ""A Flower Bookmark,"" consisting of IU's covers of seven oldies that got listeners nose-...
15:28 Apr. 20",https://img.yna.co.kr/etc/inner/EN/2017/04/20/AEN20170420009900315_01_i_P2.jpg,iu,CURRENT
IU drops teaser for 'Ending Scene' featuring Kim Soo-hyun,https://en.yna.co.kr/view/AEN20170414007600315?section=search,2017-04-14,"IU drops teaser for 'Ending Scene' featuring Kim Soo-hyun
... ballad heavy on strings, will be included on IU's fourth full-length album titled ""...ortedly close friends, with Kim dropping in at IU's concerts on several occasions and IU appearing in Kim's upcoming movie ""Real"" ...
15:13 Apr. 14",https://img.yna.co.kr/etc/inner/EN/2017/04/14/AEN20170414007600315_01_i_P2.jpg,iu,CURRENT
Singer-actress IU to sue YouTuber for slander,https://en.yna.co.kr/view/AEN20170412005700315?section=search,2017-04-12,"Singer-actress IU to sue YouTuber for slander
...d derogatory and suggestive diatribes against IU, comparing the singer to a pet dog. Amid ...IU's fans, the man claimed that he's a diehard IU fan who just happens to enjoy vulgar jokes. ... last year, 11 Internet users who were sued by IU for defamation were handed fines in a court ...
11:22 Apr. 12",https://img.yna.co.kr/etc/inner/EN/2017/04/12/AEN20170412005700315_01_i_P2.jpg,iu,CURRENT
Actor Kim Soo-hyun to appear in IU's upcoming music video,https://en.yna.co.kr/view/AEN20170405006400315?section=search,2017-04-05,"Actor Kim Soo-hyun to appear in IU's upcoming music video
...quot; will appear in a music video for singer IU's new album, according the stars' agencies ...s finished filming for the video to a song on IU's upcoming fourth album. The track, whose ...cted in favor towards his appearance. Kim and IU together appeared in the 2011 KBS 2TV drama ...
12:39 Apr. 05",https://img.yna.co.kr/etc/inner/EN/2017/04/05/AEN20170405006400315_01_i_P2.jpg,iu,CURRENT
"WINNER dethrones IU to reign on music charts home, abroad",https://en.yna.co.kr/view/AEN20170405004300315?section=search,2017-04-05,"WINNER dethrones IU to reign on music charts home, abroad
... Music, Genie Music and Naver Music, as of 9 a.m. Tuesday, according to YG Entertainment. ""Really Really"" overtook singer-songwriter IU's ""Through The Night,"" which dominated major charts for over a week since its release. ""Fool,"" another track on WINNER's ...
10:31 Apr. 05",https://img.yna.co.kr/etc/inner/EN/2017/04/05/AEN20170405004300315_01_i_P2.jpg,iu,CURRENT
IU releases MV for 'Through the Night',https://en.yna.co.kr/view/AEN20170327003600315?section=search,2017-03-27,"IU releases MV for 'Through the Night'
...L, March 27 (Yonhap) -- South Korean pop diva IU has unveiled ""Through the Night,"" a ...ic fans. ""Through the Night"" is IU's own style of folk ballad song with a ...eeling of love and longing for the old lover. IU is scheduled to return to the music scene with ...
11:34 Mar. 27",https://img.yna.co.kr/etc/inner/EN/2017/03/27/AEN20170327003600315_01_i_P2.jpg,iu,CURRENT
IU to release 'Night Letter' from upcoming album this week,https://en.yna.co.kr/view/AEN20170320003700315?section=search,2017-03-20,"IU to release 'Night Letter' from upcoming album this week
...SEOUL, March 20 (Yonhap) -- Singer-songwriter IU will release her new song ""Night Letter,...for the song on the artist's social media. IU's new album will be released on April 21. The ... out. The upcoming, self-produced album is IU's first new material since ""Chat-shire,...
10:38 Mar. 20",https://img.yna.co.kr/etc/inner/EN/2017/03/20/AEN20170320003700315_01_i_P2.jpg,iu,CURRENT
IU to release fourth full-length album in April,https://en.yna.co.kr/view/AEN20170317003700315?section=search,2017-03-17,"IU to release fourth full-length album in April
...17 (Yonhap) -- South Korean singer-songwriter IU will release her fourth full-length album ... album that came out in October 2015. ""IU has collaborated with talented musicians,""...agency said, and added that the work will bear IU's traditional sentimentality plus a new ...
10:45 Mar. 17",https://img.yna.co.kr/etc/inner/EN/2017/03/17/AEN20170317003700315_01_i_P2.jpg,iu,CURRENT
'Cherry Blossom Ending' reappears on music charts as spring nears,https://en.yna.co.kr/view/AEN20170302004500315?section=search,2017-03-02,"'Cherry Blossom Ending' reappears on music charts as spring nears
...lossom Ending,"" many artists have tried to emulate the success, releasing folksy love songs aimed at seasonal listening, including High4 and IU's ""Not Spring, Love or Cherry Blossoms"" and 10cm's ""What The Spring??."" ""Cherry Blossom Ending"" is expected to ...
11:11 Mar. 02",https://img.yna.co.kr/etc/inner/EN/2017/03/02/AEN20170302004500315_01_i_P2.jpg,iu,CURRENT
Korean dramas enjoy huge wave of popularity in U.S.,https://en.yna.co.kr/view/AEN20170203007200315?section=search,2017-02-03,"Korean dramas enjoy huge wave of popularity in U.S.
...on-gi, Lee Jong-suk, Song Joong-ki and Ji Chang-wook. Among actresses, Park Shin-hye received the most votes, with Kong Hyo-jin ranked second and IU, Song Hye-gyo and Hwang Jung-eum rounding out the top five. ""The greatest attraction of Korean dramas is in the creative, well-...
18:00 Feb. 03",https://img.yna.co.kr/etc/inner/EN/2017/02/03/AEN20170203007200315_01_i_P2.jpg,iu,CURRENT
Yonhap News Summary,https://en.yna.co.kr/view/AEN20170123009600320?section=search,2017-01-23,"Yonhap News Summary
...medical tour programs. ---------------- IU, Jang Ki-ha split up after 3 years of dating SEOUL-- Singer IU and Jang Ki-ha, the leader of band KIHA & ...e Entertainment and Drdr AMC, which represent IU and Jang, respectively, confirmed the breakup ...
17:00 Jan. 23",,iu,CURRENT
"IU, Jang Ki-ha split up after 3 years of dating",https://en.yna.co.kr/view/AEN20170123006800315?section=search,2017-01-23,"IU, Jang Ki-ha split up after 3 years of dating
SEOUL, Jan. 23 (Yonhap) -- Singer IU and Jang Ki-ha, the leader of band KIHA & The ...ave Entertainment and Drdr AMC, which represent IU and Jang, respectively, confirmed the breakup ...her. At that time, Jang said he'd been dating IU since October 2013 after she appeared on the ...
15:21 Jan. 23",https://img.yna.co.kr/etc/inner/EN/2017/01/23/AEN20170123006800315_01_i_P2.jpg,iu,CURRENT
'Running Man' rises on TV chart on Gary's departure,https://en.yna.co.kr/view/AEN20161115002600315?section=search,2016-11-15,"'Running Man' rises on TV chart on Gary's departure
...and media ratings company Nielsen Korea. In first place was the SBS drama ""Moon Lovers: Scarlet Heart Ryeo,"" starring singer-actress IU and actor Lee Joon-gi. The period romance scored 279.5 points following the broadcast of its final episodes. Newcomer ""Entourage,"" a ...
10:24 Nov. 15",https://img.yna.co.kr/etc/inner/EN/2016/11/15/AEN20161115002600315_01_i_P2.jpg,iu,CURRENT
Singer IU to hold year-end concert,https://en.yna.co.kr/view/AEN20161103003500315?section=search,2016-11-03,"Singer IU to hold year-end concert
SEOUL, Nov. 3 (Yonhap) -- Singer-actress IU will wrap up the year with a concert in Seoul ...singer as she reflects on her career thus far. IU is 23 years old but 24 under the Korean age ...kets following a string of sell-out concerts by IU at the end of last year. Tickets will go on ...
11:11 Nov. 03",https://img.yna.co.kr/etc/inner/EN/2016/11/03/AEN20161103003500315_01_i_P2.jpg,iu,CURRENT
'Moon Lovers: Scarlet Heart Ryeo' enjoys 2 bln views in China,https://en.yna.co.kr/view/AEN20161026009800315?section=search,2016-10-26,"'Moon Lovers: Scarlet Heart Ryeo' enjoys 2 bln views in China
...UL, Oct. 26 (Yonhap) -- South Korean television series ""Moon Lovers: Scarlet Heart Ryeo,"" starring actor Lee Joon-gi and singer-actress IU, has surpassed 2 billion views on Chinese online broadcaster, the actor's agency said on Wednesday. The fusion epic series, a TV ...
17:45 Oct. 26",https://img.yna.co.kr/etc/inner/EN/2016/10/26/AEN20161026009800315_01_i_P2.jpg,iu,CURRENT
New cooking reality show takes 3rd spot on TV chart,https://en.yna.co.kr/view/AEN20161025003800315?section=search,2016-10-25,"New cooking reality show takes 3rd spot on TV chart
...vers: Scarlet Heart Ryeo"" rose to first place with a score of 271.5 points. The fusion historical drama stars Lee Joon-gi and singer-actress IU in the lead roles. With 266.1 points, the hit KBS drama ""Love in the Moonlight"" fell to second place after topping the chart for ...
11:03 Oct. 25",https://img.yna.co.kr/etc/inner/EN/2016/10/25/AEN20161025003800315_01_i_P2.jpg,iu,CURRENT
"(Yonhap Feature) Dream, passion ignite at K-pop cover contest in Changwon",https://en.yna.co.kr/view/AEN20161004006400315?section=search,2016-10-11,"(Yonhap Feature) Dream, passion ignite at K-pop cover contest in Changwon
...crowd. A mix of K-pop and jazz has become popular in the past few years, as seen in the case of female artists, including MAMAMOO, Lee Hi and IU. The bronze, or the excellent performance award, went to team Sweden and the excellent vocal award was presented to team India. Team ...
09:03 Oct. 11",https://img.yna.co.kr/etc/inner/EN/2016/10/04/AEN20161004006400315_55_i_P2.jpg,iu,CURRENT
Lee Hi sings 'My Love' from the soundtrack of 'Moon Lovers: Scarlet Heart Ryeo',https://en.yna.co.kr/view/AEN20161004003900315?section=search,2016-10-05,"Lee Hi sings 'My Love' from the soundtrack of 'Moon Lovers: Scarlet Heart Ryeo'
... Lovers: Scarlet Heart Ryeo"" is based on a Chinese novel, starring hallyu stars Lee Joon-gi as the resentful 10th century prince Wang So and IU as the 21st century office worker Go Ha-jin, who one day time slips to the early years of the Goryeo Dynasty. The drama is a fusion of genres, ...
08:33 Oct. 05",https://img.yna.co.kr/etc/inner/EN/2016/10/04/AEN20161004003900315_01_i_P2.jpg,iu,CURRENT
'Love in the Moonlight' reigns over TV chart,https://en.yna.co.kr/view/AEN20160927005800315?section=search,2016-09-27,"'Love in the Moonlight' reigns over TV chart
...d by the SBS series ""Moon Lovers: Scarlet Heart Ryeo"" with 250.1 points. Despite a star-studded cast, which includes Lee Joon-gi and IU, ""Moon Lovers: Scarlet Heart Ryeo"" has so far fallen behind its rival in the same time slot, ""Love in the Moonlight,"" in ...
11:38 Sep. 27",https://img.yna.co.kr/etc/inner/EN/2016/09/27/AEN20160927005800315_02_i_P2.jpg,iu,CURRENT
'Love in the Moonlight' tops TV chart again,https://en.yna.co.kr/view/AEN20160920003400315?section=search,2016-09-20,"'Love in the Moonlight' tops TV chart again
...figure is considered high for weekday series. ""Moon Lovers: Scarlet Heart Ryeo,"" an SBS TV series starring top stars Lee Joon-gi and IU, came in second with 250.4 points. In third place was MBC TV's long-running variety show ""Infinite Challenge"" (241.6 points), ...
11:12 Sep. 20",https://img.yna.co.kr/etc/inner/EN/2016/09/20/AEN20160920003400315_01_i_P2.jpg,iu,CURRENT
New period drama attracts 300 mln views in China in first week,https://en.yna.co.kr/view/AEN20160831012000315?section=search,2016-08-31,"New period drama attracts 300 mln views in China in first week
...overs: Scarlet Heart Ryeo,"" starring hallyu stars Lee Joon-gi and IU, premiered simultaneously in South Korea and China on Monday. Hallyu ...n, the drama stars Lee as the resentful 10th century prince Wang So and IU as the 21st century office worker Go Ha-jin, who one day time slips to ...
17:53 Aug. 31",,iu,CURRENT
New period drama takes fusion genre step farther,https://en.yna.co.kr/view/AEN20160819011700315?section=search,2016-08-20,"New period drama takes fusion genre step farther
...lipping 21st century office worker Go Ha-jin (IU). Set during the early years of the Goryeo ... at the heart of history."" K-pop diva IU was perfect in her role to the extent that ... any direction, according to Kim. ""For IU, I think this may be a big step forward to ...
09:00 Aug. 20",,iu,CURRENT
Liquor brands rely on top celebrities for marketing,https://en.yna.co.kr/view/AEN20160705001100320?section=search,2016-07-05,"Liquor brands rely on top celebrities for marketing
...a ""Descendants of the Sun,"" was recruited by Hite Jinro. The company had already reaped ad effects from another celebrity model, singer IU. Seol Hyun, a member of girl group AOA, was snatched up by Lotte Chilsung Beverage Co., who is looking for a new model to replace actress Shin ...
09:38 Jul. 05",,iu,CURRENT
"(Yonhap Feature) In Mullaedong, declining factory complex revitalized with art",https://en.yna.co.kr/view/AEN20160609001100315?section=search,2016-06-09,"(Yonhap Feature) In Mullaedong, declining factory complex revitalized with art
...tractions of the art village is a very attractive mural known as ""IU of the rooftop"" for depicting the K-pop diva IU. It was drawn on the rooftop of an unnamed building where the cafe ...
10:17 Jun. 09",,iu,CURRENT
(Yonhap Feature) Worldly a cappella group bridges cultures through song,https://en.yna.co.kr/view/AEN20160323002600315?section=search,2016-03-23,"(Yonhap Feature) Worldly a cappella group bridges cultures through song
... second. Gina Strohbach, who has never learned Korean but sang ""Not Spring, Love or Cherry Blossoms"" by the Korean singer-songwriter IU at a fall show, is a case in point. ""We don't assign a song based on, 'Oh, you're the Korean so you'll sing the Korean song,'"" ...
16:07 Mar. 23",,iu,CURRENT
"BigBang, IU, Park Jin-young win KMA awards",https://en.yna.co.kr/view/AEN20160229008400315?section=search,2016-02-29,"BigBang, IU, Park Jin-young win KMA awards
...b. 29 (Yonhap) -- Hallyu K-pop stars BigBang, IU and Park Jin-young snagged the Netizens' ...on the most votes with 5,321, by far outpacing IU's 3,654 and Park Jin Young's 1,425. BigBang ...ded the ceremony on behalf of the boy band. IU and Park Jin-young also didn't show up at the ...
22:38 Feb. 29",,iu,CURRENT
"Kim Soo-hyun, BigBang named winners of 2015 Soompi Awards",https://en.yna.co.kr/view/AEN20160224007200315?section=search,2016-02-24,"Kim Soo-hyun, BigBang named winners of 2015 Soompi Awards
...sic, BigBang came out on top over the likes of seven-member boy band Bangtan Boys (BTS), which came in second, and EXO, which came in third. Best Male and Female Solo Artists went to Kyuhyun of Super Junior and singer-songwriter IU. Meanwhile, Girls Generation won for Best Girl Group. (END)
12:03 Feb. 24",,iu,CURRENT
Yonhap News Summary,https://en.yna.co.kr/view/AEN20160125005400315?section=search,2016-01-25,"Yonhap News Summary
... invest in the upcoming South Korean remake of the Chinese soap opera ""Scarlet Heart,"" starring actor Lee Joon-gi and singer-songwriter IU. The South Korean entertainment agency will join NBCUniversal and a local production company in financing and producing the show, which will ...
13:30 Jan. 25",,iu,CURRENT
YG Entertainment invests in Korean remake of 'Scarlet Heart',https://en.yna.co.kr/view/AEN20160125003000315?section=search,2016-01-25,"YG Entertainment invests in Korean remake of 'Scarlet Heart'
... invest in the upcoming South Korean remake of the Chinese soap opera ""Scarlet Heart,"" starring actor Lee Joon-gi and singer-songwriter IU. The South Korean entertainment agency will join NBCUniversal and a local production company in financing and producing the show, which will ...
10:26 Jan. 25",,iu,CURRENT
(2nd LD) Kakao to acquire S. Korea's top music streaming provider,https://en.yna.co.kr/view/AEN20160111003452320?section=search,2016-01-11,"(2nd LD) Kakao to acquire S. Korea's top music streaming provider
...ourse Monday, while Kakao edged down 0.43 percent to 114,700 won. The KOSDAQ market lost 1.11 percent. The report was announced after the stock market opened Monday. LOEN Entertainment also holds various top-name stars under its wing, including singer-songwriter IU. colin@yna.co.kr (END)
15:16 Jan. 11",,iu,CURRENT
(LEAD) Kakao to acquire S. Korea's top music streaming provider,https://en.yna.co.kr/view/AEN20160111003451320?section=search,2016-01-11,"(LEAD) Kakao to acquire S. Korea's top music streaming provider
...9,500 won on the secondary bourse as of 9:57 a.m., while Kakao advanced 1.56 percent to 117,000 won. The report was announced after the stock market opened Monday. LOEN Entertainment also holds various top-name stars under its wing, including singer-songwriter IU. colin@yna.co.kr (END)
10:12 Jan. 11",,iu,CURRENT
S. Korean girl group songs included in anti-North broadcasts,https://en.yna.co.kr/view/AEN20160108010200315?section=search,2016-01-08,"S. Korean girl group songs included in anti-North broadcasts
...e 2011 SBS soap opera ""Protect the Boss,"" the sources said. Songs from ""CHAT-SHIRE,"" the latest album by singer-songwriter IU, will also be played along the border in an apparent effort to demonstrate the improved status of South Korean women. A song by Lee Ae-ran, ...
17:14 Jan. 08",,iu,CURRENT
BigBang picked as artist of 2015: survey,https://en.yna.co.kr/view/AEN20151217005600315?section=search,2015-12-17,"BigBang picked as artist of 2015: survey
...onsecutive years from 2007 to 2009. They were second in 2011, and this is the first time the group topped the Gallup survey. Singer-songwriter IU, who released her EP ""CHAT-SHIRE"" in October, was a close second with 15.4 percent. Third place went to Girls' Generation with 11.9 ...
15:38 Dec. 17",,iu,CURRENT
"(Yearender) Diversity defines S. Korean movies, music in 2015",https://en.yna.co.kr/view/AEN20151211003700315?section=search,2015-12-15,"(Yearender) Diversity defines S. Korean movies, music in 2015
...essing his petition to have the entry ban lifted. Singer-songwriter IU came under fire for lyrics accused of portraying child molestation in ...ot;Zeze"" is based, said the lyrics were suggestive of pedophilia. IU apologized for causing the controversy but continued to sing ""...
09:00 Dec. 15",,iu,CURRENT
IU to hold year-end concerts in Seoul,https://en.yna.co.kr/view/AEN20151208002700315?section=search,2015-12-08,"IU to hold year-end concerts in Seoul
... SEOUL, Dec. 8 (Yonhap) -- Singer-songwriter IU will perform two more concerts to ""...keting website Interpark starting Thursday. IU has recently been accused of condoning child ...s a child but deep down, you're dirty."" IU released a statement last month, apologizing ...
10:47 Dec. 08",,iu,CURRENT
"Despite controversy, IU sings 'Zeze' at concerts",https://en.yna.co.kr/view/AEN20151123005900315?section=search,2015-11-23,"Despite controversy, IU sings 'Zeze' at concerts
SEOUL, Nov. 23 (Yonhap) -- Singer IU has sung a track from her latest album at her recent concerts, her agency said Monday, despite...Seoul over the weekend, LOEN Tree Entertainment said. The agency also said IU introduced ""Zeze"" as ""a song I continue to love"" to her ...
14:46 Nov. 23",,iu,CURRENT
IU accused of illegally sampling Britney Spears' music,https://en.yna.co.kr/view/AEN20151103008600315?section=search,2015-11-03,"IU accused of illegally sampling Britney Spears' music
... 3 (Yonhap) -- South Korean singer-songwriter IU has been accused of using illegal samples of ... ""Twenty-three,"" the title track of IU's latest album ""CHAT-SHIRE,"" a ... is bought through a legitimate paid website. IU's record label Loen Tree said it wasn't ...
17:42 Nov. 03",,iu,CURRENT
"f(x) sweeps S. Korean, Chinese charts with '4 Walls'",https://en.yna.co.kr/view/AEN20151027002200315?section=search,2015-10-27,"f(x) sweeps S. Korean, Chinese charts with '4 Walls'
...an and Chinese music charts with its fourth album ""4 Walls."" ""4 Walls,"" the title track of the namesake album, soared past IU's ""Twenty-three"" on seven South Korean charts, including Melon, Olleh Music, Genie and Bugs, as of 8 a.m. It also topped China's ...
09:29 Oct. 27",,iu,CURRENT
IU's 'Twenty-three' opens at No. 1 on music charts,https://en.yna.co.kr/view/AEN20151023002000315?section=search,2015-10-23,"IU's 'Twenty-three' opens at No. 1 on music charts
SEOUL, Oct. 23 (Yonhap) -- IU's new song ""Twenty-three"" topped local music...Glasses"" -- were also among the top 10. IU participated in the making of all seven songs ...an pop songs, in 2014 on May 16, her birthday. IU recently made headlines after admitting to dating ...
09:58 Oct. 23",,iu,CURRENT
IU to release new mini-album next week,https://en.yna.co.kr/view/AEN20151012001800315?section=search,2015-10-12,"IU to release new mini-album next week
SEOUL, Oct. 12 (Yonhap) -- Singer IU will release a mini-album next week with songs she wrote, her management agency said Monday....es cover versions of old songs, according to Loen Tree Entertainment. ""IU has been participating in writing songs, as well as producing the album, ...
09:37 Oct. 12",,iu,CURRENT
Yonhap News Summary,https://en.yna.co.kr/view/AEN20151008009600315?section=search,2015-10-08,"Yonhap News Summary
...rin, in Seoul earlier in the day. ----------------- (LEAD) Singers IU, Jang Ki-ha in love SEOUL -- The age gap is nothing: Singer IU has been dating singer-songwriter Jang Ki-ha, her management agency ...
17:14 Oct. 08",,iu,CURRENT
"(LEAD) Singers IU, Jang Ki-ha in love",https://en.yna.co.kr/view/AEN20151008007351315?section=search,2015-10-08,"(LEAD) Singers IU, Jang Ki-ha in love
... 8 (Yonhap) -- The age gap is nothing: Singer IU has been dating singer-songwriter Jang Ki-ha, ...m him, and I am really grateful to him,"" IU said. ""We love, often quarrel and ...ouple."" Since making her debut in 2008, IU has been one of the most beloved singers here, ...
16:15 Oct. 08",,iu,CURRENT
"Singers IU, Jang Ki-ha in love",https://en.yna.co.kr/view/AEN20151008007300315?section=search,2015-10-08,"Singers IU, Jang Ki-ha in love
... 8 (Yonhap) -- The age gap is nothing: Singer IU has been dating singer-songwriter Jang Ki-ha, ...olleagues,"" it added. On a fan site, IU also admitted to the romance, saying she ...rom him, and I am really grateful to him,"" IU said. ""We love, often quarrel and ...
15:25 Oct. 08",,iu,CURRENT
IU to hold fan meeting in Hong Kong,https://en.yna.co.kr/view/AEN20150911001500315?section=search,2015-09-11,"IU to hold fan meeting in Hong Kong
...OUL, Sept. 11 (Yonhap) -- South Korean singer IU will hold a fan meeting in Hong Kong, her ...cy was not immediately reached for comment. IU amassed fans from all over Asia for her role ...he show concluded its one-month run in June. IU is scheduled to hold a concert and a fan ...
09:25 Sep. 11",,iu,CURRENT
Kim Soo-hyun draws thousands at China event,https://en.yna.co.kr/view/AEN20150831002300315?section=search,2015-08-31,"Kim Soo-hyun draws thousands at China event
...nt agency said Monday. Kim was at the Mercedez-Benz Arena in Shanghai on Saturday with his ""The Producers"" co-stars Gong Hyo-jin and IU, Keyeast Entertainment said. More than 10,000 people showed up for the event, according to the agency. ""The fans scream at Kim's ...
09:26 Aug. 31",,iu,CURRENT
Seo Taiji to release live album next month,https://en.yna.co.kr/view/AEN20150723010200315?section=search,2015-07-23,"Seo Taiji to release live album next month
... Everything,"" a love song from Seo Taiji and Boys' fourth album, will be unveiled first through South Korean online music portals on Friday. ""Sogyeokdong,"" a collaboration with singer-songwriter IU from his ninth album, will follow suit next Friday. sojungpark@yna.co.kr (END)
17:59 Jul. 23",,iu,CURRENT
(LEAD) New Korean drama starring Kim Soo-hyun to be shown in China,https://en.yna.co.kr/view/AEN20150511005751315?section=search,2015-05-11,"(LEAD) New Korean drama starring Kim Soo-hyun to be shown in China
...t;My Love from the Stars,"" and having a star-studded cast that also includes actor Cha Tae-hyun, actress Gong Hyo-jin and singer and actress IU. Last year, the online broadcasting rights for SBS TV's ""My Lovely Girl"" starring singer and actor Rain were sold at $200,000 per ...
16:22 May. 11",,iu,CURRENT
(2nd LD) New Korean drama starring Kim Soo-hyun to be shown in China,https://en.yna.co.kr/view/AEN20150511005752315?section=search,2015-05-11,"(2nd LD) New Korean drama starring Kim Soo-hyun to be shown in China
...t;My Love from the Stars,"" and having a star-studded cast that also includes actor Cha Tae-hyun, actress Gong Hyo-jin and singer and actress IU. Last year, the online broadcasting rights for SBS TV's ""My Lovely Girl"" starring singer and actor Rain were sold at $200,000 per ...
18:35 May. 11",,iu,CURRENT
(LEAD) CJ-hosted K-pop convention due on U.S. east coast,https://en.yna.co.kr/view/AEN20150428006351315?section=search,2015-04-28,"(LEAD) CJ-hosted K-pop convention due on U.S. east coast
...north of Japan, for the first time in Asia. The events in the U.S. will feature the hottest K-pop artists such as G-Dragon, Girls' Generation, IU, Teen Top, Vixx, B1A4, BTS, CNBLUE, Jung Joon-young and SPICA, according to the organizers. Sponsored by Toyota, KCON 2015 USA will showcase ...
15:58 Apr. 28",,iu,CURRENT
CJ-hosted K-pop convention due on U.S. east coast,https://en.yna.co.kr/view/AEN20150428006300315?section=search,2015-04-28,"CJ-hosted K-pop convention due on U.S. east coast
...north of Japan, for the first time in Asia. The events in the U.S. will feature the hottest K-pop artists such as G-Dragon, Girls' Generation, IU, Teen Top, Vixx, B1A4, BTS, CNBLUE, Jung Joon-young and SPICA, according to the organizers. Sponsored by Toyota, KCON 2015 USA will showcase ...
15:30 Apr. 28",,iu,CURRENT
EXO wins top honors at 2014 MAMA awards,https://en.yna.co.kr/view/AEN20141204002400315?section=search,2014-12-04,"EXO wins top honors at 2014 MAMA awards
...gle ""Eyes, Nose, Lips."" Taeyang also took home two other awards -- best male singer, best male vocal performance while the pop diva IU clinched the best female singer and the most popular vocalist awards. The boy band Infinite won the best dance performance male group and the ...
10:02 Dec. 04",https://img.yna.co.kr/etc/inner/EN/2014/12/04/AEN20141204002400315_01_i_P2.jpg,iu,CURRENT
Psy's 'Hangover' most watched K-pop video in H1: YouTube,https://en.yna.co.kr/view/AEN20140709008400315?section=search,2014-07-09,"Psy's 'Hangover' most watched K-pop video in H1: YouTube
...Overdose"" and 2NE1's ""Come Back Home."" The remainder of the list was predominantly music videos of pop idols, including High4, IU, TVXQ and AOA. A separate chart for South Korea's user-generated content heavily featured videos by Waveya, an all-women South Korean dance ...
15:19 Jul. 09",https://img.yna.co.kr/etc/inner/EN/2014/07/09/AEN20140709008400315_01_i_P2.jpg,iu,CURRENT
Cho Yong-pil chosen as best singer of 2013,https://en.yna.co.kr/view/AEN20131219010700315?section=search,2013-12-19,"Cho Yong-pil chosen as best singer of 2013
... was at No. 3 with 8.8 percent support, followed by boy band EXO (8.4 percent) and Girls' Generation (8.3 percent). In addition, female singer IU (8.1 percent), girl group Sistar (7.6 percent), veteran singer Lee Seung-chul (6.6 percent), newbie girl group Crayon Pop (6.5 percent) and G-...
17:42 Dec. 19",,iu,CURRENT
Bae Yong-joon wins grand prize at Japan's hallyu awards,https://en.yna.co.kr/view/AEN20131021001900315?section=search,2013-10-21,"Bae Yong-joon wins grand prize at Japan's hallyu awards
... a survey of 120,000 K-pop fans in Japan. TVXQ and Kara received the best male and female K-pop groups, respectively, while Kim Hyun-joong and IU won each won the best male and female solo artist award. ""I will strive to become a better artist in singing, dancing and acting so I ...
10:12 Oct. 21",,iu,CURRENT
"Reporter, blogger arrested for spreading false rumors online",https://en.yna.co.kr/view/AEN20131014009200315?section=search,2013-10-14,"Reporter, blogger arrested for spreading false rumors online
...iled a separate petition for compensation and correction from cable channel TV Chosun for reporting the rumors as factual news. In May, Singer IU and her agency had pursued criminal punishment against internet rumormongers who said she was about to get married. The parties reached a ...
21:40 Oct. 14",,iu,CURRENT
IU on Billboard's top 21 list for underage musicians,https://en.yna.co.kr/view/AEN20120919009600315?section=search,2012-09-19,"IU on Billboard's top 21 list for underage musicians
SEOUL, Sept. 19 (Yonhap) -- South Korean singer IU claimed the 15th spot on the U.S. Billboard's ""21 Under 21: Music's Hottest Minors... 100 chart of the past year, which was released in August. ""While IU hasn't hit the same level of global viral awareness as Psy, her ...
17:25 Sep. 19",,iu,CURRENT
(LEAD) Gaon Chart names Super Junior as top album seller of 2010,https://en.yna.co.kr/view/AEN20110209008900315?section=search,2011-02-09,"(LEAD) Gaon Chart names Super Junior as top album seller of 2010
...led by sales in six Internet music markets, including Melon and Dosirak, Miss A topped the list with 805,177,964 points, trailed by female singer IU's song ""Nagging,"" which was jointly produced with Seulong and earned 760,005,040 points. Lee Seung-chul's song ""That ...
16:05 Feb. 09",,iu,CURRENT
