title,content,url,thumbnail,source,date,formatted_date,celebrity,mainCategory,created_at,status
IU ends her 2019 tour in Jakarta,"Singer IU has wrapped up her 2019 tour after meeting nearly 90,000 fans over the course of two months in 10 cities across Asia. IU kicked off her “Love, Poem” tour on Nov. 2 in Gwangju, followed by performances in three other Korean cities - Inch",https://koreajoongangdaily.joins.com/2019/12/31/etc/IU-ends-her-2019-tour-in-Jakarta/3072076.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2019/12/th_31181351.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2019-12-31,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Celebs make Christmas donations,"Celebrities celebrated Christmas by spreading yuletide spirit through making donations and volunteering across Korea. Kicking things off was singer IU, pictured, who donated 100 million won ($86,000) to ChildFund Korea on Monday to help children",https://koreajoongangdaily.joins.com/2019/12/25/etc/Celebs-make-Christmas-donations/3071865.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2019/12/th_25182520.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2019-12-25,iu,Social,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU postpones album release date,"Singer IU is postponing the release of her upcoming album, the singer said on her official fan site on Sunday. “I have pushed back the release date of my new album, ‘Love Poem,’ which was due to come out on Nov. 1,” wrote IU. “Love Poem” is",https://koreajoongangdaily.joins.com/2019/10/21/etc/IU-postpones-album-release-date/3069295.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2019/10/th_21193928.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2019-10-21,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
"Welcome to ‘Hotel Del Luna,’ have a spooky stay","The news that big name stars Lee Ji-eun, also known as singer IU, and Yeo Jin-goo, had been cast as the stars in the upcoming tvN drama series “Hotel Del Luna” caused quite a stir when it was announced earlier this year. People were instantly curious",https://koreajoongangdaily.joins.com/2019/07/08/etc/Welcome-to-Hotel-Del-Luna-have-a-spooky-stay/3065281.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2019/07/th_08205601.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2019-07-08,iu,Acting,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU shows her many sides on Netflix’s ‘Persona’,"Lee Ji-eun, better known by her stage name IU, is not the only reason one should watch the upcoming Netflix original series “Persona.” The series features four different sides of Lee in four short films, all directed by four acclaimed directors. The",https://koreajoongangdaily.joins.com/2019/03/27/movies/IU-shows-her-many-sides-on-Netflixs-Persona/3061109.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2019/03/th_27200436.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2019-03-27,iu,Acting,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
"IU, Yeo Jin-goo cast in tvN drama","Singer-actor Lee Ji-eun, better known as IU, and actor Yeo Jin-goo have been cast as the lead characters in tvN’s upcoming series “Hotel del Luna.” According to the cable network, the series will revolve around a special, mysterious hotel that is",https://koreajoongangdaily.joins.com/2019/03/06/etc/IU-Yeo-Jingoo-cast-in-tvN-drama/3060216.html,https://koreajoongangdaily.joins.com/resources/images/common/calender-sm.png,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2019-03-06,iu,Acting,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU’s ‘Palette’ hits 100 million views,"Singer IU’s music video for “Palette” (2017) exceeded 100 million views on Sunday afternoon, her agency Kakao M announced on Monday. According to the agency, the music video hit the milestone around 3 p.m. on Sunday, becoming the first video of th",https://koreajoongangdaily.joins.com/2018/12/17/etc/IUs-Palette-hits-100-million-views/3057027.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2018/12/th_17190127.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2018-12-17,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Kim Dong-ryul to drop song Friday,"Singer-songwriter Kim Dong-ryul will be releasing a new song featuring IU on Friday evening, his agency Musicfarm announced on Wednesday. According to the agency, his new single “Fairytale” will be a calming harmony of Kim and IU’s vocals over bea",https://koreajoongangdaily.joins.com/2018/12/05/etc/Kim-Dongryul-to-drop-song-Friday/3056520.html,https://koreajoongangdaily.joins.com/resources/images/common/calender-sm.png,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2018-12-05,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU to release surprise single in Oct.,"Singer-actress IU will release a new single this month in celebration of the 10th anniversary of her debut, her management agency said Monday. The single, “BBI BBI,” set for an Oct. 10 release, will be IU’s first music since her remake album “A",https://koreajoongangdaily.joins.com/2018/10/01/etc/IU-to-release-surprise-single-in-Oct/3053766.html,https://koreajoongangdaily.joins.com/resources/images/common/calender-sm.png,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2018-10-01,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU to celebrate ten years with a world tour,"Singer and actor IU will embark on an international concert tour to celebrate 10 years as a recording artist, her agency Kakao M announced on Tuesday. The tour will start on Oct. 28 in Busan. She will then head to Seoul to perform on Nov. 17 and",https://koreajoongangdaily.joins.com/2018/09/18/etc/IU-to-celebrate-ten-years-with-a-world-tour/3053365.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2018/09/th_18194732.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2018-09-18,iu,Promotion,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU will celebrate 10 years with a fan meeting,"Singer and actor IU, will be holding a fan meeting on Sept. 15 to celebrate the 10 year anniversary of her debut with fans, announced Kakao M (formerly LOEN Entertainment) on Thursday. “‘IU+’ is a special fan meeting IU is planning. She hopes to",https://koreajoongangdaily.joins.com/2018/08/30/etc/IU-will-celebrate-10-years-with-a-fan-meeting/3052598.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2018/08/th_30212256.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2018-08-30,iu,Promotion,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Zico’s ‘SoulMate’ tops music charts,"Rapper Zico’s single “SoulMate,” featuring singer IU, which was released on Monday, held the No. 1 spot in eight major local music charts through Tuesday. “SoulMate” is an R&B track that was written, composed and produced by Zico himself, and knoc",https://koreajoongangdaily.joins.com/2018/07/31/etc/Zicos-SoulMate-tops-music-charts/3051321.html,https://koreajoongangdaily.joins.com/resources/images/common/calender-sm.png,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2018-07-31,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU renews contract with Kakao M,"Singer and actor Lee Ji-eun, widely known by her stage name IU, renewed her contract with agency Kakao M, formerly LOEN Entertainment, according to the agency on Wednesday. “IU recently renewed her contract with us,” said a source from Kakao M. Th",https://koreajoongangdaily.joins.com/2018/07/18/etc/IU-renews-contract-with-Kakao-M/3050771.html,https://koreajoongangdaily.joins.com/resources/images/common/calender-sm.png,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2018-07-18,iu,Promotion,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
‘My Mister’ wraps with top ratings,"”My Mister,” a television series about an unlikely friendship between a 20-something woman and her colleague in his 40s, has topped the weekly TV chart, data showed Tuesday. Starring singer-actor Lee Ji-eun, better known by her stage name IU, and",https://koreajoongangdaily.joins.com/2018/05/29/etc/My-Mister-wraps-with-top-ratings/3048708.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2018/05/th_29224857.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2018-05-29,iu,Acting,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
"BTS and IU cap off ‘unbelievable’ year: Exo, Wanna One and more were big winners at the 32nd Golden Disc Awards",The grand prizes of the two-day Golden Disc Awards went to solo singer IU for her song “Through the Night” and boy band BTS for their album “Love Yourself: Her.” A day after BTS took home a prize in the digital song category on the first day of th,https://koreajoongangdaily.joins.com/2018/01/12/etc/BTS-and-IU-cap-off-unbelievable-year-Exo-Wanna-One-and-more-were-big-winners-at-the-32nd-Golden-Disc-Awards/3043241.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2018/01/th_12215118.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2018-01-12,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
"[VIDEO NEWS] The singer IU expresses her condolences for Kim Jong-hyun, a member of boy band SHINee who recently passed away","1) [Singing her song “Through the Night”] 2) IU (singer): “Can I say more? To be honest, I’m still very sad [about Jong-hyun’s death]. As a human being, as a friend and as a musician, I’ve loved and respected him so much. I can somewhat sympathize",https://koreajoongangdaily.joins.com/2018/01/11/etc/VIDEO-NEWS-The-singer-IU-expresses-her-condolences-for-Kim-Jonghyun-a-member-of-boy-band-SHINee-who-recently-passed-away/3043178.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2018/01/th_11172616.png,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2018-01-11,iu,Social,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU is the nation’s singer of the year,"Singer IU has been selected singer of the year in an annual poll released on Wednesday. Gallup Korea polled 4,200 people across the country between the ages of 13 and 59 three times this year - in July, September and November. The singer relea",https://koreajoongangdaily.joins.com/2017/12/20/etc/IU-is-the-nations-singer-of-the-year/3042329.html,https://koreajoongangdaily.joins.com/resources/images/common/calender-sm.png,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2017-12-20,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Singer’s unexpected return to the top : IU’s cover of ‘Autumn Morning’ has songwriter Lee Byeong-woo smiling,"Singer IU’s latest album “Kkot-Galpi #2” was released on Sept. 22, and her charming vocals are yet again delighting the eardrums of her fans. Older fans have been drawn to this particular album, as it features covers of songs that were popular years",https://koreajoongangdaily.joins.com/2017/10/13/musicPerformance/Singers-unexpected-return-to-the-top-IUs-cover-of-Autumn-Morning-has-songwriter-Lee-Byeongwoo-smiling/3039432.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2017/10/th_13213529.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2017-10-13,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU releases first track off of remake album,"Singer-actress IU prereleased a new song titled “Autumn Morning” that will be part of an upcoming remake album, her agency said Monday. “Autumn Morning” is a remake of Korean folk icon Yang Hee-eun’s 1991 song of the same name, according to Fave E",https://koreajoongangdaily.joins.com/2017/09/18/etc/IU-releases-first-track-off-of-remake-album/3038584.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2017/09/th_18215755.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2017-09-18,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU returning with new music in September,"Singer IU will make a comeback in mid-September, her agency announced this Friday. Fave Entertainment has not released details on the specific dates, but has confirmed that her newest release will be a remake of her 2014 EP, “A Flower Bookmark.”",https://koreajoongangdaily.joins.com/2017/09/01/etc/IU-returning-with-new-music-in-September/3037897.html,https://koreajoongangdaily.joins.com/resources/images/common/calender-sm.png,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2017-09-01,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Psy and IU to hold free shows at mud festival,"Leading K-pop stars Psy and IU plan to hold free concerts at this year’s Boryeong Mud Festival. Psy will hold a concert July 25 at Daecheon Beach, the venue for the mud festival, celebrating its 20th year, according to Boryeong City. This year’s f",https://koreajoongangdaily.joins.com/2017/06/29/etc/Psy-and-IU-to-hold-free-shows-at-mud-festival/3035260.html,https://koreajoongangdaily.joins.com/resources/images/common/calender-sm.png,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2017-06-29,iu,Promotion,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU says she’s confident in new album ‘Palette’,K-pop singer-songwriter IU on Friday expressed confidence in her new album “Palette” and thanked fans for pushing her pre-released song to No. 1 on music charts despite zero promotional activities. “I had no idea that the pre-released song would b,https://koreajoongangdaily.joins.com/2017/04/23/etc/IU-says-shes-confident-in-new-album-Palette/3032570.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2017/04/th_24153519.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2017-04-23,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU to sue man who compared her to a dog,"Singer-actress IU plans to sue a man who has made derogatory and suggestive comments toward the star on YouTube videos, her agency said Wednesday. Fave Entertainment said in a statement that the YouTube user, referred to as “A” by the company, “ha",https://koreajoongangdaily.joins.com/2017/04/12/etc/IU-to-sue-man-who-compared-her-to-a-dog/3032146.html,https://koreajoongangdaily.joins.com/resources/images/common/calender-sm.png,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2017-04-12,iu,Controversy,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Music industry chases after IU for top spot,"Everyone in the music industry currently has one goal in mind - catch the chart killer. Since singer IU’s first single off her fourth album, “Through the Night” hit the charts, it has stayed in the number one spot. IU is attempting to strengthen h",https://koreajoongangdaily.joins.com/2017/04/03/etc/Music-industry-chases-after-IU-for-top-spot/3031741.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2017/04/th_03211742.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2017-04-03,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
"IU and Chang Ki-ha break up, remain friends","Another celebrity couple has parted ways as singers IU and Chang Ki-ha have decided to break up. According to Jang’s agency DuruduruAMC, the two stars called it quits one week ago, deciding to remain good friends instead. IU’s agency Loen Entertai",https://koreajoongangdaily.joins.com/2017/01/23/etc/IU-and-Chang-Kiha-break-up-remain-friends/3029047.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2017/01/th_23210055.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2017-01-23,iu,Social,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU films guest spot on ‘Flower Crew’,"Singer-actress IU will appear as a guest in an upcoming episode of the SBS variety show “Flower Crew.” According to a source, the singer joined the cast of the show on Tuesday for filming. The show, which combines elements of online voting and t",https://koreajoongangdaily.joins.com/2016/11/15/etc/IU-films-guest-spot-on-Flower-Crew/3026217.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2016/11/th_15195836.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2016-11-15,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Singer Seohyun nabs role in drama series,"Seohyun, a member of the K-pop group Girls’ Generation, will join actor Lee Joon-gi and singer-actor IU in the upcoming drama series “Moon Lovers.” A person working at the drama department of a major broadcaster told Ilgan Sports, an affiliate of",https://koreajoongangdaily.joins.com/2016/01/06/etc/Singer-Seohyun-nabs-role-in-drama-series/3013592.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2016/01/th_07021931.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2016-01-06,iu,Acting,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU to star in ‘Moon Lovers’ Korean remake,Singer IU will pair up with actor Lee Joon-gi in an upcoming drama series. The production company for “Moon Lovers” confirmed the casting of IU on Monday. Lee had finalized his appearance in the series in November. The drama was first produ,https://koreajoongangdaily.joins.com/2016/01/04/etc/IU-to-star-in-Moon-Lovers-Korean-remake/3013499.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2016/01/th_04210443.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2016-01-04,iu,Acting,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU chooses to lie low for now,"Singer-songwriter IU will not participate in any year-end music festivals, mainly because of her nationwide concert tour schedule. Recently, the singer did not participate in the 2015 Melon Music Awards, organized by online music portal Melon.",https://koreajoongangdaily.joins.com/2015/11/20/etc/IU-chooses-to-lie-low-for-now/3011815.html,https://koreajoongangdaily.joins.com/resources/images/common/calender-sm.png,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2015-11-20,iu,Promotion,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Publisher backs down in IU debate,"The controversy over singer-songwriter IU’s reinterpretation of a five-year-old fictional boy in sexual ways seems to have come to an end as a local publisher, which started the discussion, uploaded an apology onto its official Facebook page on Tuesd",https://koreajoongangdaily.joins.com/2015/11/11/etc/Publisher-backs-down-in-IU-debate/3011439.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2015/11/th_12014827.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2015-11-11,iu,Controversy,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
"Controversy surrounds IU, again","Singer-songwriter IU once again came under fire for reinterpreting Zezé, a five-year-old protagonist of the novel “My Sweet Orange Tree,” in sexual ways for one of the tracks from her recent album “Chat-Shire.” The controversy first began",https://koreajoongangdaily.joins.com/2015/11/06/etc/Controversy-surrounds-IU-again/3011234.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2015/11/th_07022712.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2015-11-06,iu,Controversy,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU’s new track sweeps online music charts,"Singer-songwriter IU has swept all the online music charts with her new song, “Twenty-Three.” The track was unveiled to the public at midnight on Friday and instantly flew to No. 1. Other tracks from her newest mini album also ranked in the top 10 m",https://koreajoongangdaily.joins.com/2015/10/23/etc/IUs-new-track-sweeps-online-music-charts/3010674.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2015/10/th_23221603.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2015-10-23,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU to release a mini-album,"Singer-songwriter IU will release a new mini-album on Oct. 23. The 22-year-old singer uploaded an image of the new album cover to her Facebook feed on Monday. Loen Tree Entertainment, which represents the singer, said the new mini-album is",https://koreajoongangdaily.joins.com/2015/10/12/etc/IU-to-release-a-minialbum/3010219.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2015/10/th_13074739.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2015-10-12,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
"IU, indie frontman reported to be item","An iconic indie musician has stolen the heart of top singer-songwriter IU. According to an exclusive report on Thursday by local online entertainment news service Dispatch, IU, 22, and Chang Ki-ha, 33, the frontman of the indie band Chang Kiha",https://koreajoongangdaily.joins.com/2015/10/08/etc/IU-indie-frontman-reported-to-be-item/3010100.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2015/10/th_09062816.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2015-10-08,iu,Social,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU planning to release a new album,"Soloist IU is planning a comeback this fall. The 22-year-old is currently working on a new album, according to various media outlets on Monday. Even though the specific date of the record’s release has not yet been determined, she is said to be",https://koreajoongangdaily.joins.com/2015/09/21/etc/IU-planning-to-release-a-new-album/3009450.html,https://koreajoongangdaily.joins.com/resources/images/common/calender-sm.png,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2015-09-21,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
‘Challenge’ fest sees new acts,"A number of renowned musicians, including G-Dragon, Taeyang and IU, have been confirmed to take part in a festival organized by MBC’s flagship program “Infinite Challenge.” The shoot for the festival, one of the biggest events hosted by the variety",https://koreajoongangdaily.joins.com/2015/06/26/etc/Challenge-fest-sees-new-acts/3005897.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2015/06/th_27085512.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2015-06-26,iu,Promotion,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Lee Seung-chul records drama track,"Veteran singer Lee Seung-chul has been selected to sing the background music for the new KBS 2TV drama “The Producers,” in which famous celebrities such as Kim Soo-hyun, Gong Hyo-jin and IU will appear. Lee’s new song, “Darling,” will be unveiled",https://koreajoongangdaily.joins.com/2015/05/13/etc/Lee-Seungchul-records-drama-track/3004126.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2015/05/th_14085851.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2015-05-13,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU to sing show’s theme tune,"Soloist IU will sing the theme song for the new reality TV show “Take Care of My Father.” According to industry insiders, IU already finished recording the track last week for the program in which celebrity fathers in their 50s and 60s are filmed",https://koreajoongangdaily.joins.com/2015/03/15/etc/IU-to-sing-shows-theme-tune/3001940.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2015/03/th_15233101.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2015-03-15,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU lands lead in ‘Producers’ drama,"Soloist IU is returning with a new drama series rather than an album, according to an exclusive report by Ilgan Sports, an affiliate of the Korea JoongAng Daily. The sports daily reported Tuesday that the 22-year-old singer has landed a lead role",https://koreajoongangdaily.joins.com/2015/03/02/etc/IU-lands-lead-in-Producers-drama/3001399.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2015/03/th_02222759.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2015-03-02,iu,Acting,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
New release rumored this year for IU,"Soloist IU is likely to release another album in April, according to Joy News 24, a local online news agency. The new record will be the singer’s first original work in 18 months since she released “Modern Times” in 2013. IU released a covers a",https://koreajoongangdaily.joins.com/2015/02/04/etc/New-release-rumored-this-year-for-IU/3000522.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2015/02/th_05000753.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2015-02-04,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU and Hyuna nominated for awards,"Prior to the 2015 Golden Disc Awards, which will be held in Beijing this month, Ilgan Sports, an affiliate of the Korea JoongAng Daily, will introduce the K-pop groups that have been nominated for grand prizes. In the sea of new releases, singer-s",https://koreajoongangdaily.joins.com/2015/01/05/etc/IU-and-Hyuna-nominated-for-awards/2999282.html,https://koreajoongangdaily.joins.com/resources/images/common/calender-sm.png,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2015-01-05,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU tops poll for singer of the year,"Soloist IU was chosen as singer of the year in a survey conducted by Gallup Korea. The research company said on Thursday that it surveyed 2,774 people in October and November aged over 14 across the nation, except on Jeju Island. The 21-year-ol",https://koreajoongangdaily.joins.com/2014/12/18/etc/IU-tops-poll-for-singer-of-the-year/2998695.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2014/12/th_19072309.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2014-12-18,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU posts new song ‘Knee’,"Singer IU uploaded a song of her own titled “Knee” onto her Twitter account Thursday morning with a short message that read “I’m happy. Thank you for everything. This is for you.” In the attached voice file, IU plays the guitar and sings a song a",https://koreajoongangdaily.joins.com/2014/12/05/etc/IU-posts-new-song-Knee/2998163.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2014/12/th_06052117.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2014-12-05,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
IU to front celebrity karaoke pilot,"Pop star IU will stand behind a microphone over the Chuseok holidays, but not to sing. The singer has been chosen to host an entertainment show on broadcasting channel KBS during the early September holiday. The show will be a pilot episode b",https://koreajoongangdaily.joins.com/2014/08/13/etc/IU-to-front-celebrity-karaoke-pilot/2993456.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2014/08/th_13192941.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2014-08-13,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
K-pop in California,South Korean singer and actress IU arrives at the third annual KCON K-pop convention at Los Angeles Memorial Sports Arena in Los Angeles on Sunday. KCON is a two-day K-pop festival of concerts and workshops.[REUTERS/NEWS1],https://koreajoongangdaily.joins.com/2014/08/11/etc/Kpop-in-California/2993343.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2014/08/th_11193141.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2014-08-11,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
G.O.D reunites for concert,"Korean singers IU and Roy Kim were spotted visiting G.o.d’s 15th anniversary solo concert among the 14,000 fans gathered at Jamsil Sports Complex on Saturday, according to local media. It was K-pop pioneer G.o.d’s reunion as an integrated group o",https://koreajoongangdaily.joins.com/2014/07/13/etc/GOD-reunites-for-concert/2991924.html,https://koreajoongangdaily.joins.com/resources/images/common/calender-sm.png,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2014-07-13,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
Intimate concert for young vocalist,"Shortly after dominating the local music charts with a newly released tribute album “A Flower Bookmark,” singer IU proved her presence as a musician in her small-theater concert “Just a step closer… Just That Much,” last weekend. Held in Sogang Un",https://koreajoongangdaily.joins.com/2014/05/26/etc/Intimate-concert-for-young-vocalist/2989697.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2014/05/th_26213326.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2014-05-26,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
2014.5.21 TICKET,"MUSIC

IU’S SMALL THEATER CONCERT
Mary Hall at Sogang University
Tomorrow to June 1: After dominating Korean music outlets with her cover album “Flower Bookmark,” IU is holding a solo concert that will differ from her previ",https://koreajoongangdaily.joins.com/2014/05/20/etc/2014521-TICKET/2989431.html,https://koreajoongangdaily.joins.com/jmnet/koreajoongangdaily/_data/photo/2014/05/th_20202130.jpg,Korea JoongAng Daily,Sentinel: Value used to set a document field to the server timestamp.,2014-05-20,iu,Music,Sentinel: Value used to set a document field to the server timestamp.,CURRENT
